Date;Bitcoin Core (BTC) Price;Money Supply;Price Volatility;Daily Transactions;Block Size;Transaction Fees;Inflation Rate
06/02/2011;0.89;5321500;164.84470998697208;876;1586;0.17826263;174.722
07/02/2011;0.89;5330350;164.98770046094242;861;1685;0.10112588;173.646
08/02/2011;0.88;5340500;165.32833787549143;888;1316;0.31547204;172.767
09/02/2011;0.91;5348900;164.88068192375147;879;1615;0.17736992;171.759
10/02/2011;1.03;5358500;167.7643209849874;1246;1973;0.06551728;171.09
11/02/2011;0.97;5367800;170.75227083540915;2038;3699;0.88294408;170.405
12/02/2011;1.03;5377100;170.44535309503232;2349;3830;0.48910687;169.63
13/02/2011;1.07;5386900;170.42037258190857;1931;3075;0.74186934;168.559
14/02/2011;1.05;5396800;165.44022388375868;1803;2724;0.25;167.665
15/02/2011;1.07;5406600;164.22118419911433;2020;3790;2.73;166.986
16/02/2011;1.05;5417850;164.8384118838332;2181;2906;0.24346193;166.26
17/02/2011;1.05;5429450;157.31949837981372;2104;2604;0.59;165.272
18/02/2011;1.04;5441000;151.60970618763542;2273;2962;0.13346193;164.492
19/02/2011;0.9;5451600;162.94818022464415;2027;3272;0.52;163.776
20/02/2011;0.93;5459650;154.7555755255927;1597;3104;0.54;162.843
21/02/2011;0.85;5469550;158.03533761048095;1951;2896;0.5;161.914
22/02/2011;0.84;5479250;157.6103578608677;1998;2909;0.11;160.755
23/02/2011;0.87;5489800;157.48158487322837;2155;3234;0.25546822;159.712
24/02/2011;0.9;5501950;155.51709263628445;2285;2904;0.40785377;159.239
25/02/2011;0.98;5512300;156.59914853000396;2093;3093;0.13769472;158.787
26/02/2011;0.94;5523550;158.21142119264914;2072;2842;0.46097152;158.273
27/02/2011;0.95;5537350;158.31009373627379;1915;2169;0.50049575;157.881
28/02/2011;0.91;5549550;160.1537337992546;2302;2991;1.09;157.514
01/03/2011;0.87;5557050;161.7688027721652;1699;3826;0.60445377;156.7
02/03/2011;0.94;5563550;162.20177580701602;2827;6904;0.33085377;155.89
03/03/2011;0.93;5571950;160.1099748665739;1926;3643;0.4578;155.383
04/03/2011;0.93;5581250;115.97230788063004;3197;5045;7.0163;154.729
05/03/2011;0.91;5592300;116.42064029348319;1988;3144;0.7108;154.242
06/03/2011;0.9;5606150;115.90675269591938;2015;3004;2.47320002;153.85
07/03/2011;0.87;5619850;105.5528398862849;2049;2375;5.2014;153.443
08/03/2011;0.89;5630400;100.5549142974418;1930;3029;5.92707488;153.205
09/03/2011;0.87;5639750;100.86694479695981;2457;4480;4.05000002;152.796
10/03/2011;0.86;5647750;100.87042268441138;1813;3928;3.17779297;152.239
11/03/2011;0.91;5653250;102.1644569191921;1706;5008;3.18833744;151.737
12/03/2011;0.89;5659750;92.0815369210134;1848;4800;5.61222915;151.349
13/03/2011;0.91;5666750;90.3339978253069;3012;6235;1.53693618;150.808
14/03/2011;0.9;5672600;87.53832384113147;2666;6899;1.89539295;150.374
15/03/2011;0.89;5678200;86.19746474723352;2655;7380;1.80522325;149.877
16/03/2011;0.87;5683800;86.27967714844607;2837;8201;1.66139999;149.432
17/03/2011;0.86;5690600;85.81547478307907;3338;7227;1.8;148.987
18/03/2011;0.84;5697650;85.91004850797832;3214;6431;1.36939294;148.534
19/03/2011;0.8;5703650;87.05635565502877;2751;7063;1.40139999;147.969
20/03/2011;0.77;5709400;87.64890340143396;3016;7673;1.18779295;147.187
21/03/2011;0.76;5716250;73.02040024196893;3865;9838;2.5170787;146.507
22/03/2011;0.75;5723650;71.72541986494547;5931;10909;9.24789295;145.877
23/03/2011;0.8;5729600;69.4923209240101;2339;6344;11.0502;145.043
24/03/2011;0.84;5737450;71.60018739697915;4382;8778;16.9935627;144.485
25/03/2011;0.87;5745050;71.60018739697915;2188;5278;8.41023194;143.837
26/03/2011;0.88;5753700;70.68417312188784;2002;4363;5.1827;143.188
27/03/2011;0.87;5760600;63.58149967558398;3330;8066;4.4501;142.567
28/03/2011;0.83;5767750;64.01054898245081;2486;6837;6.4002327;141.921
29/03/2011;0.81;5776150;64.15982776824129;3145;6656;4.3;141.286
30/03/2011;0.79;5784300;63.12675474918962;2536;5296;3.48010001;140.546
31/03/2011;0.79;5792100;61.44531634655169;1693;4101;4.0509;139.829
01/04/2011;0.78;5802150;54.17729146692823;2086;3894;3.91;139.412
02/04/2011;0.78;5810950;54.194523259726175;1563;3464;3.41;139.006
03/04/2011;0.78;5819950;54.19452325972617;1802;3603;2.84040002;138.586
04/04/2011;0.78;5828700;53.922749787799624;1792;3500;4.1491133;138.11
05/04/2011;0.69;5837600;67.73237608684828;2368;4738;6.00815472;137.731
06/04/2011;0.69;5847300;67.18467092855076;2075;3871;5.0305;137.357
07/04/2011;0.73;5854750;70.0650697879626;1861;4402;4.73030001;136.733
08/04/2011;0.75;5862050;70.77003356447044;1672;4153;3.0302;136.154
09/04/2011;0.75;5870350;70.74894029682757;1783;4186;4.2501;135.591
10/04/2011;0.74;5878150;67.27037253680804;1712;4001;4.2;134.68
11/04/2011;0.74;5886800;67.07930214919067;1745;3855;5.32368921;133.984
12/04/2011;0.77;5894950;68.27948639125505;1965;4810;4.34709964;133.366
13/04/2011;0.86;5903100;79.32908137520633;2052;5536;4.49552894;132.818
14/04/2011;0.93;5912800;83.95628189336354;2414;4973;4.51059999;132.376
15/04/2011;0.98;5920800;85.30793319549966;3073;6547;13.70414348;131.707
16/04/2011;1;5927600;85.29963350834204;2010;7073;2.529;131.059
17/04/2011;1.05;5936250;85.97956165501655;1916;5833;3.69088576;130.404
18/04/2011;1.1;5945250;84.54990782167322;2289;4688;2.1526;129.662
19/04/2011;1.16;5952650;83.90943766931;3095;7471;3.52510399;128.922
20/04/2011;1.19;5960350;83.44068444157571;3553;8176;5.52128213;128.318
21/04/2011;1.15;5967550;84.64261428457435;2953;9014;7.10490659;127.639
22/04/2011;1.2;5974900;83.33611632424764;1906;4707;3.3737338;127.23
23/04/2011;1.35;5983700;90.20346261614974;2083;4383;5.31;126.917
24/04/2011;1.62;5992300;107.18395085955692;2317;5707;7.16109964;126.522
25/04/2011;1.65;6000400;107.1355929504165;2453;5872;4.72222262;126.153
26/04/2011;1.57;6010000;109.3992637127352;2534;5969;8.9316433;125.817
27/04/2011;1.73;6019750;109.88057151761357;3398;6441;4.99050001;125.421
28/04/2011;1.9;6028900;110.98721174371481;4577;10617;9.17167893;125.005
29/04/2011;2.12;6037100;112.74624306087665;2983;7448;6.6105;124.695
30/04/2011;2.74;6047100;136.36034455481496;3632;6909;7.74782689;124.465
01/05/2011;3.4;6056550;147.75575903963795;4397;9501;10.20307272;124.055
02/05/2011;3.09;6065500;155.32174739804833;3914;9342;11.05184732;123.745
03/05/2011;3.22;6075350;154.45208968097688;3091;5748;4.88371355;123.453
04/05/2011;3.37;6085150;153.51220267651314;2972;6203;4.86618089;123.255
05/05/2011;3.43;6095000;141.098138004752;2771;5906;6.34378725;123.056
06/05/2011;3.37;6105950;142.07052964938305;3492;6707;9.64085224;122.849
07/05/2011;3.47;6116850;142.30131508075317;3330;6263;7.63751661;122.71
08/05/2011;3.63;6127550;142.04230479230011;3812;6231;6.4483187;122.476
09/05/2011;3.82;6138500;140.77516129741036;2991;5514;7.83657543;122.297
10/05/2011;3.8;6150450;140.30861326123207;3479;6160;10.45841447;122.214
11/05/2011;5.28;6159600;168.32784510703414;3103;7854;8.10779259;122.1
12/05/2011;5.43;6169150;168.6032114055587;3111;7155;8.12130806;121.936
13/05/2011;6.07;6177600;168.6332500761194;3365;8447;7.28833412;121.729
14/05/2011;7.84;6187950;181.27956881110688;4068;9410;11.61572268;121.612
15/05/2011;7.53;6200050;185.32215862728899;4445;7802;14.48995627;121.684
16/05/2011;6.87;6211050;192.91083289581493;3820;7780;15.04888381;121.629
17/05/2011;7.9;6223400;194.59332275385165;4287;7909;14.49397959;121.505
18/05/2011;7.35;6236250;200.49983498729236;4439;7431;13.65505175;121.301
19/05/2011;7.01;6250650;204.1725389969154;5656;8292;20.24189126;121.168
20/05/2011;6.88;6259200;205.68961538474957;4593;11360;15.62408138;120.678
21/05/2011;5.94;6270200;215.60087321812722;4839;9537;17.56237894;120.382
22/05/2011;6.05;6281200;215.93802678589293;4909;8881;21.06099033;120.015
23/05/2011;6.58;6293800;214.9996539954085;5310;8194;18.70272222;119.644
24/05/2011;7.13;6308100;210.15395127991218;5766;8241;18.08992548;119.424
25/05/2011;7.33;6323050;210.00580937079795;5831;7618;20.94934931;119.143
26/05/2011;8.19;6338400;207.89986899054622;6401;8764;21.5207418;118.83
27/05/2011;8.68;6353200;207.35309399306402;6839;9443;20.54668649;118.616
28/05/2011;8.59;6361550;208.007831171888;4866;11321;13.83692316;118.067
29/05/2011;8.38;6369300;208.46628151954954;4986;12685;13.90909051;117.646
30/05/2011;8.37;6378300;194.5985369511587;4855;11036;14.56634876;117.4
31/05/2011;8.76;6386000;183.6877040841778;5303;14253;18.24268795;117.137
01/06/2011;8.81;6393500;178.17795696927348;6077;17036;20.23046184;116.894
02/06/2011;9.39;6402900;178.45144722017523;6541;14705;23.87662548;116.673
03/06/2011;10.36;6412400;179.76297451497783;7105;15988;23.45805289;116.438
04/06/2011;13.69;6422500;198.258982467252;8370;19926;26.17833617;116.322
05/06/2011;17.65;6433700;209.58677756693558;8941;17018;32.57768915;116.172
06/06/2011;17.01;6444100;211.876728082072;8500;15572;23.36344953;115.984
07/06/2011;18.51;6455750;212.13770641300204;9766;18453;29.54350482;115.807
08/06/2011;21.91;6464250;215.84295912390658;9159;21449;29.78888092;115.515
09/06/2011;28.43;6473500;225.6871228370778;11653;30844;45.00819876;115.22
10/06/2011;29.25;6484600;205.21812378881125;12340;23402;42.48121433;115.017
11/06/2011;24.31;6495750;221.7934869733974;11339;21109;38.20728678;114.789
12/06/2011;16.13;6508350;272.4477666784318;10877;17631;35.31692116;114.726
13/06/2011;17.38;6520000;260.83834739526696;12563;22932;45.7289672;114.502
14/06/2011;19.98;6531350;262.5675303798395;10949;21172;35.08245643;114.308
15/06/2011;19.26;6543700;259.97861181574245;14218;22678;36.26730066;114.067
16/06/2011;19.59;6557650;257.2297784042255;12641;19545;40.07457391;114.026
17/06/2011;17.93;6566650;258.1127828342346;12658;30031;32.0818861;113.81
18/06/2011;15.6;6575950;263.4969589152;11456;26804;31.49572779;113.592
19/06/2011;16.46;6585800;263.13717519151163;11410;24086;27.53719378;113.392
20/06/2011;17.64;6596950;255.63653156359854;11642;22050;25.34181596;113.114
21/06/2011;17.51;6608650;256.02129824137944;10947;18151;20.16885088;112.962
22/06/2011;17.51;6621300;255.6923031320781;9880;16017;18.13743532;112.835
23/06/2011;17.51;6634300;255.34228946091454;11481;16764;17.60613128;112.614
24/06/2011;17.51;6646300;255.5556807098507;10354;16795;14.53406958;112.423
25/06/2011;17.51;6657100;254.00519319491525;11050;20142;16.61449469;112.26
26/06/2011;17.51;6664250;253.87001291150122;9723;28053;23.62483685;111.95
27/06/2011;16.02;6671700;256.6480562901918;10303;29662;25.76275026;111.588
28/06/2011;16.88;6680150;256.33471469722855;11529;32119;26.28861007;111.347
29/06/2011;16.94;6688150;256.2829134834523;10675;27889;19.58238743;111.036
30/06/2011;16.86;6696750;256.33867690697986;9937;24368;20.00802719;110.702
01/07/2011;16.31;6706300;257.00393652582744;9539;20560;17.57090546;110.305
02/07/2011;15.65;6714950;257.39229340412686;10742;26789;18.84183545;110.026
03/07/2011;15.47;6723400;255.8741389375837;7889;21985;14.42533557;109.595
04/07/2011;15.46;6731650;237.29085173478208;8380;20295;13.27006927;109.311
05/07/2011;14.17;6740150;221.35381743228265;9771;24295;16.46074622;108.994
06/07/2011;12.86;6747100;223.34805319833634;9077;29272;18.68916213;108.662
07/07/2011;14.79;6754950;227.07561532657652;10406;29872;17.00323248;108.402
08/07/2011;14.97;6761500;218.186058285175;9032;28563;13.69918696;108.12
09/07/2011;14.33;6769750;194.79183322877358;8537;22183;13.39478229;107.738
10/07/2011;14.39;6777200;194.17102607684558;7736;22515;12.77588151;107.336
11/07/2011;14.99;6784050;186.37432425742128;8678;29530;13.19902988;106.979
12/07/2011;14.29;6791900;121.50601180214241;10323;26552;14.15022016;105.156
13/07/2011;14.08;6798950;118.17635800325267;8296;24890;12.55909822;103.245
14/07/2011;13.99;6808500;105.72494427205218;9065;19825;15.24371017;101.787
15/07/2011;13.96;6815700;105.39037626632681;8791;26536;13.38272081;100.15
16/07/2011;13.85;6823800;104.9230207419585;8244;20815;16.79000757;98.9127
17/07/2011;13.67;6831650;101.1892970986699;8705;23379;10.75447917;98.6407
18/07/2011;13.25;6840150;90.109901602731;8349;21280;12.0536394;98.3917
19/07/2011;13.26;6848650;87.59680977858619;8882;26932;12.94699348;98.1383
20/07/2011;13.95;6855750;85.78307928749513;9173;29426;14.83125787;97.8257
21/07/2011;13.69;6863200;85.86833562817426;8831;25736;10.43802578;97.451
22/07/2011;13.64;6870800;85.83381638851725;8113;24160;8.86043985;97.1705
23/07/2011;13.68;6878350;85.87563183823197;9071;25498;13.87055574;96.8392
24/07/2011;13.66;6885650;85.85950351674515;7340;22286;7.39407406;96.5167
25/07/2011;13.92;6893950;86.33880994695954;8504;22266;11.75044893;96.1071
26/07/2011;14.13;6902200;86.66311880969914;9320;25856;10.69080373;95.6656
27/07/2011;13.9;6911000;81.59265004297892;8220;21118;7.63834995;95.4551
28/07/2011;13.95;6919700;79.03713498505977;8025;21166;9.03092954;95.2621
29/07/2011;13.55;6927450;79.34184005523447;8177;23991;7.55650755;94.9856
30/07/2011;13.51;6935650;79.35190017862762;7275;18935;7.28497624;94.7177
31/07/2011;13.53;6943250;78.8537581544283;6100;16630;5.45750834;94.3772
01/08/2011;13.44;6952000;77.83337411916587;8287;20120;6.93847374;93.9732
02/08/2011;13.13;6960250;78.06482453268946;8461;23267;7.9354235;93.55
03/08/2011;12.22;6967950;81.38901605776655;8490;24407;7.24631224;93.1544
04/08/2011;9.86;6975800;105.56846467135482;7813;22303;8.09375445;92.723
05/08/2011;10.67;6982250;105.59525497135851;8324;27140;7.8835978;92.322
06/08/2011;10.04;6989250;93.12514763921173;7697;22903;6.62537998;92.1258
07/08/2011;7.19;6995350;145.11434466020862;6388;25190;23.70311849;91.8847
08/08/2011;7.81;7001650;149.632177921492;6744;22253;6.64379373;91.5348
09/08/2011;7.77;7008450;149.47613966343394;7390;27378;7.95948352;91.2239
10/08/2011;9.86;7015750;173.5871885835561;9166;28220;11.65018984;90.9255
11/08/2011;9.99;7023350;173.39207733588233;8202;22691;10.68175176;90.5283
12/08/2011;9.47;7030200;173.99573210757256;7613;22600;7.09581985;90.1544
13/08/2011;9.39;7036750;173.98703182819338;7247;22829;6.28972454;89.7798
14/08/2011;9.97;7043250;175.82534711803862;7594;24830;7.37734769;89.238
15/08/2011;10.71;7049850;178.18505604485424;7394;25803;9.84656947;88.8901
16/08/2011;11.23;7056300;179.23849395678076;8157;28782;9.58395511;88.6913
17/08/2011;11.01;7063650;179.08498830219608;9686;27646;9.75041709;88.5626
18/08/2011;10.92;7070450;179.06863753181628;7715;25837;6.90419579;88.4097
19/08/2011;10.87;7077650;177.88027865850486;7641;22431;6.0709869;88.2629
20/08/2011;11.53;7084200;179.36434019705817;7500;26860;7.73290399;87.9547
21/08/2011;11.47;7091800;179.36290592804264;7096;20186;5.39711589;87.7255
22/08/2011;11.35;7099800;179.34209744528837;7572;19986;5.42676264;87.4114
23/08/2011;10.97;7108250;179.59331090868938;7912;21050;7.58704791;87.1085
24/08/2011;10.99;7116000;179.37912127509378;7209;20461;6.96246633;86.7839
25/08/2011;10.9;7122700;179.18957060345895;7501;24081;8.8183626;86.4313
26/08/2011;9.84;7129450;182.1382916901674;7170;23284;5.96864237;86.0965
27/08/2011;8.42;7136800;188.8409301492321;7460;23144;4.69004676;85.8735
28/08/2011;8.61;7142900;189.27156861858631;6411;25192;5.14345046;85.6215
29/08/2011;9.02;7148700;190.4546918871579;5492;20836;4.31843854;85.382
30/08/2011;8.95;7155600;190.39057136103733;8284;25348;5.5127049;85.2031
31/08/2011;8.79;7162900;190.37848913601607;7683;21658;9.8799633;84.9517
01/09/2011;8.27;7170650;191.0586035141429;7298;18974;5.82417001;84.7772
02/09/2011;8.22;7177100;189.9885125492595;7055;23326;5.50330151;84.5725
03/09/2011;8.54;7184900;176.2283751935217;7193;18756;6.85966214;84.3842
04/09/2011;8.51;7192150;173.62459850242652;5883;16898;3.78630354;84.1426
05/09/2011;8.18;7198850;172.95878742929887;7247;40306;10.09660248;83.9257
06/09/2011;7.62;7206650;129.1456021119241;6997;19663;6.94492577;83.7541
07/09/2011;6.8;7214200;131.8434669486822;8003;23500;6.63597124;83.5721
08/09/2011;7.11;7221000;132.95454298821144;6950;22083;8.10697566;83.3602
09/09/2011;6.67;7227450;102.17813162170711;6536;21994;4.56678507;83.21
10/09/2011;5.17;7235150;131.93674480868557;7250;25237;7.76884921;82.9946
11/09/2011;4.9;7241800;131.94222266238393;6066;21928;5.33416102;82.793
12/09/2011;5.96;7248050;152.25357227557532;6588;24256;5.22516294;82.5429
13/09/2011;6.06;7254700;150.30257691506682;6287;22067;5.12234141;82.3178
14/09/2011;5.8;7261800;147.13766812569793;6576;19155;4.20222359;82.0319
15/09/2011;5.59;7269100;145.1694745348207;6311;18395;3.89359069;81.8298
16/09/2011;4.91;7276900;149.82735132099972;6396;18421;7.25705885;81.5277
17/09/2011;4.82;7282850;149.70855246282133;6261;22184;4.95936812;81.206
18/09/2011;4.77;7289550;149.61109127418936;5398;16575;5.21074605;80.8395
19/09/2011;5.16;7297450;151.1875878678671;6020;15742;5.4143908;80.5674
20/09/2011;5.36;7303800;152.70941612478285;6803;24918;5.88476262;80.2718
21/09/2011;6.11;7310800;162.12369807247964;8030;28445;6.5208347;80.0623
22/09/2011;5.62;7318100;163.55411405438474;7816;25901;5.26628176;79.8567
23/09/2011;5.46;7325500;163.334802886031;6083;17410;3.79354479;79.5224
24/09/2011;5.57;7332150;163.95681547696316;6272;19646;4.10038145;79.1847
25/09/2011;5.44;7338600;161.40625689203563;5750;20903;6.81584932;78.8899
26/09/2011;5.33;7345450;153.7662977627513;5791;19523;3.3184642;78.6106
27/09/2011;4.91;7352150;154.86461443256914;5593;17772;2.92490596;78.2772
28/09/2011;4.88;7358800;153.1523748445829;6112;19864;4.70787361;77.9809
29/09/2011;4.76;7366150;153.09025784853313;6032;16930;4.39503342;77.8061
30/09/2011;4.74;7372400;153.20040166516117;5388;17402;3.30341206;77.6439
01/10/2011;5.08;7378500;155.5960433146703;5957;20190;3.81667071;77.4616
02/10/2011;5.04;7385650;155.58220895572916;5459;16284;3.57949369;77.4202
03/10/2011;5.01;7391700;154.39331485260092;5078;17467;3.18605542;77.3058
04/10/2011;4.98;7398950;154.36684229435403;6552;18188;9.07285772;77.1546
05/10/2011;4.93;7404550;154.18777366856764;5554;21727;3.56885208;77.0216
06/10/2011;4.87;7411800;152.95296134477482;5789;17074;3.88064901;76.8335
07/10/2011;4.71;7418200;148.92481137350964;5920;20394;8.35296635;76.649
08/10/2011;4.28;7425100;150.22333841136674;5742;17921;4.06618831;76.4897
09/10/2011;4.02;7431050;150.17626379092638;5359;19029;3.35053522;76.3001
10/10/2011;4.15;7437400;124.03799905394325;5557;18423;2.90128569;76.079
11/10/2011;4.1;7443550;122.92737595342042;5852;19896;3.41794749;75.8935
12/10/2011;3.94;7448200;99.48962404266953;6072;29473;5.40075173;75.6817
13/10/2011;4.11;7454200;100.86671269522749;5812;21613;4.79396967;75.459
14/10/2011;4.07;7459050;100.25087586261556;4915;20970;3.76815092;75.1506
15/10/2011;4;7466000;99.86685476865692;6112;19026;3.37394904;74.9502
16/10/2011;3.87;7472700;90.69513093450657;5577;17303;3.35847983;74.5795
17/10/2011;3.6;7478650;93.38726973156783;4958;17958;3.21302504;74.1692
18/10/2011;2.71;7484550;133.69417377181125;5819;23483;4.47937142;73.8026
19/10/2011;2.52;7490550;130.18477304950005;5039;17940;2.92512318;73.4265
20/10/2011;2.28;7497200;130.82902956711973;4965;15982;3.10009553;73.0516
21/10/2011;2.33;7502950;119.09220726633957;4647;16286;5.945581;72.8133
22/10/2011;2.56;7509000;125.39545998630555;5211;16226;2.67537394;72.6465
23/10/2011;3.09;7513900;145.97828316269275;5431;23104;2.94977161;72.4123
24/10/2011;3.13;7519300;145.76129578356438;5588;21218;3.0957275;72.1314
25/10/2011;2.68;7525650;153.2949521776784;5657;18329;3.48695513;71.8774
26/10/2011;2.76;7532100;154.40650793266278;5207;16881;2.67374565;71.5525
27/10/2011;2.76;7537950;153.03090484140608;5393;19334;3.13778863;71.2703
28/10/2011;2.98;7542950;156.6063756313517;4744;20307;2.84283905;70.9586
29/10/2011;3.15;7548200;158.5574633710738;4859;19806;2.80157683;70.6463
30/10/2011;3.56;7553850;165.51078581245073;5798;22417;3.6562157;70.289
31/10/2011;3.33;7559400;164.15463955821141;4738;17488;3.08731724;70.071
01/11/2011;3.22;7565950;164.2775236018145;5237;16047;3.17315967;69.8801
02/11/2011;3.17;7573450;164.2457388108923;5854;15598;5.06672556;69.7132
03/11/2011;3.24;7581150;164.7296651521153;6044;15803;3.22121713;69.5248
04/11/2011;3.18;7587400;164.72913685909396;6391;19627;2.89339695;69.2841
05/11/2011;3.12;7594750;164.7339084133421;6327;18293;3.09651899;69.0352
06/11/2011;2.99;7602050;164.89460138405713;5792;16756;3.7509394;68.7882
07/11/2011;2.96;7609250;162.3122962080992;5035;13508;2.20723719;68.4972
08/11/2011;3.01;7615850;161.57208307634912;5634;18157;3.52656792;68.1314
09/11/2011;3.07;7623300;161.23622006007582;5968;17927;4.09145684;67.8938
10/11/2011;2.98;7631350;161.3820045678427;6704;17504;3.36284143;67.6962
11/11/2011;2.86;7638400;161.41210570890547;6355;19802;3.28109673;67.4482
12/11/2011;3.03;7644350;162.14055261291145;5189;19245;2.16627619;67.2688
13/11/2011;3.05;7651500;162.24577606664408;4820;14100;2.34344029;67.0177
14/11/2011;3;7658700;162.24111329583673;5721;15541;2.89395222;66.7091
15/11/2011;2.37;7665850;180.32390873454045;5550;17613;2.71019744;66.5023
16/11/2011;2.32;7674100;179.2053714261229;6404;17207;3.09375572;66.3257
17/11/2011;2.51;7680850;153.39225735130677;6013;19306;3.5893076;66.0276
18/11/2011;2.24;7687800;156.39941944018227;5021;16121;3.04744897;65.7175
19/11/2011;2.09;7694450;154.37341747651726;5074;16959;3.21931668;65.5931
20/11/2011;2.19;7700600;155.12095146707878;4710;16346;3.14377243;65.5189
21/11/2011;2.24;7707750;151.5009688179936;5036;16460;4.09467568;65.4237
22/11/2011;2.26;7713650;134.79821474802714;4974;17260;2.58214243;65.2612
23/11/2011;2.32;7720650;135.16810976632766;5407;16620;2.94898789;65.1635
24/11/2011;2.33;7727350;124.63764102515697;5520;16800;3.5297893;64.9944
25/11/2011;2.43;7733000;125.14812046252253;5047;20032;3.93691281;64.7966
26/11/2011;2.49;7739750;125.54082431695295;5415;16808;4.39227399;64.6002
27/11/2011;2.48;7745750;122.16868738321098;4690;17146;2.73075646;64.4131
28/11/2011;2.47;7751450;120.13850169967967;5093;18173;2.5539407;64.2343
29/11/2011;2.53;7757800;111.26604871917102;5928;20105;3.07555433;64.0058
30/11/2011;2.77;7764700;114.8896325514366;6550;22449;5.03436591;63.8019
01/12/2011;2.94;7772800;116.6689298628804;6765;20202;2.9756703;63.6482
02/12/2011;3.06;7781900;117.52333582199061;6512;16403;4.53891441;63.5162
03/12/2011;3.11;7789200;117.40081298779178;6036;17832;4.53895389;63.3453
04/12/2011;2.86;7796800;120.75885150061022;5859;16832;4.64832001;63.113
05/12/2011;2.79;7803600;120.86802743449309;5221;16402;2.850854;62.8481
06/12/2011;2.88;7811500;120.6420603125012;6334;17029;3.1576801;62.6041
07/12/2011;3.01;7820050;121.62136298108102;7976;19650;4.11239046;62.3781
08/12/2011;3;7826950;121.48648025759523;6235;19649;3.88469248;62.1208
09/12/2011;2.97;7835150;121.31814314110262;5752;16934;2.79302224;61.9167
10/12/2011;2.98;7842500;120.88294784011738;5573;15820;2.98004826;61.8228
11/12/2011;3.05;7849700;120.21046755543074;5699;16814;2.88171492;61.6795
12/12/2011;3.23;7857300;120.18723604032722;5199;17171;220.26891875;61.5515
13/12/2011;3.16;7863650;120.46501196766634;5025;19234;177.25090441;61.448
14/12/2011;3.23;7870250;120.49989657343149;5212;18256;4.29630975;61.3004
15/12/2011;3.13;7877900;85.72923971450884;5706;15774;3.60771474;61.1336
16/12/2011;3.19;7883500;85.06914998044662;5142;19154;7.89071743;60.9633
17/12/2011;3.19;7889400;81.4938061296541;5061;18533;2.68758378;60.8113
18/12/2011;3.2;7896900;68.70013504016698;4741;13923;3.49735366;60.7004
19/12/2011;3.2;7904100;62.34950265975271;4744;13783;3.21175952;60.5464
20/12/2011;3.47;7912050;65.65805307674665;5765;17242;4.14417376;60.4488
21/12/2011;3.96;7918750;77.26305986666813;6426;25474;5.88158532;60.2661
22/12/2011;3.91;7926200;77.98233844756128;5542;16083;4.28248176;60.1625
23/12/2011;3.84;7933600;78.93857367868188;5871;17629;3.48331211;60.0775
24/12/2011;3.93;7940700;78.8369203449305;5498;15785;2.54099651;59.9819
25/12/2011;3.93;7947950;78.54883839301553;4668;13382;2.26243962;59.8574
26/12/2011;4.18;7956650;80.10948718266367;5312;13163;2.95722873;59.7994
27/12/2011;4.03;7965500;81.9786802254382;5715;13648;3.20939154;59.7109
28/12/2011;4.05;7972750;81.7592046710631;5134;15996;3.10599914;59.5859
29/12/2011;4.17;7980500;81.83942649594394;5122;14672;3.59361524;59.4776
30/12/2011;4.19;7987400;77.43271576168428;5106;16592;3.66615096;59.3464
31/12/2011;4.22;7994500;75.67194230076421;5034;14742;3.25513587;59.2308
01/01/2012;4.66;8002050;81.0477249288299;5178;16476;4.10688148;59.0944
02/01/2012;5.21;8009700;87.90647871281273;4984;17265;3.44370788;58.9699
03/01/2012;5.22;8017250;80.2633283642998;5541;19465;5.54740864;58.8738
04/01/2012;4.89;8025200;84.25787711592686;5676;18035;5.46500094;58.8095
05/01/2012;5.41;8032650;88.9460284591215;5927;19630;14.19312876;58.7151
06/01/2012;6.48;8040000;104.71995756604423;6864;24979;5.9533829;58.6393
07/01/2012;6.72;8048550;104.25609866043376;6533;20818;6.13445621;58.5515
08/01/2012;6.76;8057750;103.6909406500808;6139;17260;4.66858558;58.4674
09/01/2012;7.08;8065900;103.51774702890916;6279;20137;3.59259715;58.3738
10/01/2012;6.33;8074100;114.59098165643461;6180;21130;6.52666106;58.2831
11/01/2012;6.4;8081150;114.05000565588199;6450;28644;4.76118333;58.1547
12/01/2012;6.85;8088800;113.92386761759666;7238;27547;5.68863139;58.0461
13/01/2012;6.76;8096550;114.73080528977611;6817;20445;41.32223565;57.9075
14/01/2012;6.52;8103550;115.03116581741357;6694;21284;12.63861056;57.7656
15/01/2012;6.7;8111050;115.01773850353679;6944;20530;10.17800219;57.6706
16/01/2012;6.95;8118000;114.73558388046906;6156;20387;23.02838049;57.5393
17/01/2012;6.71;8126750;116.45768979826788;6987;19607;29.07327978;57.4326
18/01/2012;5.99;8134600;125.83782998049438;6986;20300;7.80493651;57.3698
19/01/2012;5.93;8141000;124.36375291180457;6527;24247;10.67030143;57.2365
20/01/2012;6.23;8148500;117.98390610730151;6870;21163;27.44711645;57.0992
21/01/2012;6.47;8155800;117.80059581091803;6731;20779;24.25790657;56.9751
22/01/2012;6.25;8163950;118.55481108357317;6318;18149;4.44828397;56.8844
23/01/2012;6.32;8170750;118.54055907922758;5374;16801;2.83809587;56.759
24/01/2012;6.32;8179250;118.54055907922758;6262;16812;4.93322722;56.6396
25/01/2012;6.31;8186200;117.51103084812137;7357;23026;9.69517255;56.5389
