Date;Bitcoin Core (BTC) Price;Money Supply;Price Volatility;Daily Transactions;Block Size;Transaction Fees;Inflation Rate
23/09/2018;6712.71;17282762.5;49.272756271895844;219313;715676;18.20492058;4.21465
24/09/2018;6698.44;17284637.5;48.513914329466594;207316;674971;14.78029907;4.21457
25/09/2018;6574.97;17286487.5;48.88325999960671;232919;794069;15.23465419;4.2159
26/09/2018;6430.19;17288600;49.44103564725184;252831;773487;20.77325104;4.2178
27/09/2018;6460.87;17290337.5;48.19287758068441;244339;894936;19.81706404;4.21673
28/09/2018;6687.8;17292125;49.04691801664777;251370;887770;24.16169895;4.21361
29/09/2018;6617.99;17294050;49.122544364165094;249120;835735;28.27719803;4.21194
30/09/2018;6580.34;17295950;49.10131035452835;222999;709310;19.39987634;4.21256
01/10/2018;6608.23;17297987.5;49.08552056024535;202769;610653;15.06859153;4.21463
02/10/2018;6577.71;17299962.5;48.16033376257317;246715;877515;22.05844917;4.21476
03/10/2018;6500.94;17301675;47.82819642660283;240516;992682;25.50791438;4.21071
04/10/2018;6468.2;17303487.5;47.827721623943106;243421;840672;21.54960314;4.21112
05/10/2018;6556.23;17305362.5;47.82071518723662;248507;812215;18.89461098;4.2126
06/10/2018;6595.71;17306987.5;34.49031795607452;241427;975966;21.27413336;4.20992
07/10/2018;6559.61;17308550;32.906148347805185;211156;887723;17.15907123;4.20693
08/10/2018;6579.36;17310325;32.51740077008334;228053;861796;13.38058877;4.20335
09/10/2018;6618.53;17312012.5;29.896717969184213;248539;964662;17.00189723;4.20088
10/10/2018;6601.18;17313637.5;29.82210757364237;227930;938339;16.15876645;4.19812
11/10/2018;6540.4;17315437.5;29.92337750272495;248595;912130;15.89766558;4.19806
12/10/2018;6165.43;17317425;36.55810431980133;263133;923067;18.53988743;4.19802
13/10/2018;6206.32;17319075;36.52944865970905;242007;1140589;18.32054777;4.19729
14/10/2018;6218.36;17320837.5;35.36913319268844;203670;840777;13.17029413;4.19685
15/10/2018;6206.87;17322262.5;35.36782321474086;189382;952193;12.34559059;4.19014
16/10/2018;6489.6;17324287.5;38.80172982421365;275179;962407;23.47542749;4.18869
17/10/2018;6507.03;17325975;38.803488710880885;253692;1056776;19.1257659;4.186
18/10/2018;6488.52;17327700;36.26374267446808;256046;1033591;18.59522114;4.18454
19/10/2018;6429.99;17329425;36.20887724947449;262097;1022624;18.57290731;4.18098
20/10/2018;6407.63;17331200;36.09713389661329;251863;1016188;17.51923019;4.17764
21/10/2018;6441.34;17332987.5;35.652247951112;226041;879081;14.20909825;4.17641
22/10/2018;6438.81;17334712.5;32.56536668878706;204973;799788;12.07912045;4.17253
23/10/2018;6433.51;17336650;32.49645775522723;258670;934273;16.90795;4.17079
24/10/2018;6419.69;17338575;32.49652034423336;259442;945705;17.03439718;4.16929
25/10/2018;6435.66;17339987.5;31.920077111546128;249226;1132467;16.64281009;4.16331
26/10/2018;6414.94;17341700;30.97905437623312;258309;1044193;17.89006509;4.15952
27/10/2018;6425.26;17343487.5;30.936562757648332;252578;1052879;17.73815234;4.16212
28/10/2018;6423.45;17345187.5;28.291265160241483;234417;910593;12.99458987;4.16568
29/10/2018;6421.33;17346937.5;28.099052214738155;215642;818884;16.2812264;4.16415
30/10/2018;6279.14;17348762.5;29.03750363166293;268437;989435;19.61250266;4.16361
31/10/2018;6279.37;17350687.5;28.969005157428764;287918;946230;19.02159826;4.16438
01/11/2018;6315.56;17352725;29.062954095347383;283544;905881;16.34407169;4.16442
02/11/2018;6353.43;17354650;28.922936023447875;287280;997555;17.72123704;4.16425
03/11/2018;6362.3;17356437.5;28.8901296266149;291068;1111247;18.38907623;4.16568
04/11/2018;6341.84;17358450;28.450872298280196;247673;877537;13.29336202;4.1676
05/11/2018;6436.37;17359987.5;28.88939219069422;227812;1040038;13.10981552;4.16581
06/11/2018;6412.48;17361787.5;28.859942496088657;296121;1043646;18.7266689;4.16622
07/11/2018;6456.74;17363387.5;28.954927218731573;287736;1080054;19.22689768;4.16363
08/11/2018;6513.18;17365012.5;29.04981218140046;296423;1147886;20.47663932;4.16213
09/11/2018;6418.96;17366525;29.45406635835345;277000;1172861;21.13343264;4.15926
10/11/2018;6347.8;17368112.5;29.528854402171756;283169;1127910;22.08237359;4.15941
11/11/2018;6361.86;17369750;20.81980154806937;247306;942631;16.41366222;4.16298
12/11/2018;6381.05;17371575;20.736415259089423;252318;890820;14.57063064;4.16768
13/11/2018;6345.39;17373325;20.856591145094526;299069;1064008;18.95329276;4.16724
14/11/2018;6287.95;17374825;21.118322995970686;273921;1105642;17.7424345;4.16624
15/11/2018;5627.61;17376512.5;40.75662027044913;298467;1103784;27.33091933;4.16449
16/11/2018;5598.8;17378100;40.66830290371257;291417;1195210;38.66961581;4.16215
17/11/2018;5531.84;17379675;40.73294063071063;281542;1149077;36.15620087;4.15855
18/11/2018;5526.52;17381487.5;40.73720290599953;261656;908811;21.21198663;4.1588
19/11/2018;5569.85;17383025;40.98148436617716;238152;948878;17.81181123;4.15554
20/11/2018;4759.6;17384600;66.96834786268514;269669;1110677;41.92983395;4.15132
21/11/2018;4353.33;17386250;72.30530896473572;289178;1212275;69.75086729;4.14771
22/11/2018;4566.09;17387562.5;75.26000167155743;256648;1212794;48.76677702;4.14403
23/11/2018;4275.78;17389087.5;77.50404814197164;264840;1217283;39.65618397;4.14093
24/11/2018;4310.6;17390650;77.67516987568462;273163;1119518;35.94158309;4.13867
25/11/2018;3810.39;17392437.5;86.50157028707075;252098;986502;31.36532497;4.13721
26/11/2018;3956.8;17394025;88.39357767307861;241629;1017393;32.84381732;4.13479
27/11/2018;3743.98;17395412.5;89.22823286695223;255439;1181035;38.12914927;4.12985
28/11/2018;3795.22;17397050;89.70602367795193;262608;1056039;36.17547287;4.1275
29/11/2018;4237.82;17398525;100.13571862097764;262385;1133828;40.76151092;4.12285
30/11/2018;4257.24;17399837.5;100.22309971560355;245476;1200095;44.47194145;4.1177
01/12/2018;3983.59;17401100;101.679909293622;248405;1210097;40.54970247;4.111
02/12/2018;4161.68;17402650;103.51361827068077;242869;1066136;30.14756877;4.10774
03/12/2018;4112.17;17404075;103.36664956915689;221638;1000707;23.33655571;4.10256
04/12/2018;3845.71;17405500;104.86958814293132;241899;1109402;31.88668705;4.097
05/12/2018;3918.02;17407225;105.02274237527607;268288;1078303;30.53976983;4.09347
06/12/2018;3715.49;17408850;105.67308639743312;256866;1039025;26.79014826;4.08856
07/12/2018;3449;17410537.5;107.04199557361426;280647;1093893;28.8469166;4.08682
08/12/2018;3392.71;17411962.5;106.52469938333272;256260;1225577;30.83524789;4.08321
09/12/2018;3416.96;17413550;106.97624214306893;231396;967856;19.5837117;4.07916
10/12/2018;3555.06;17415150;109.01205173789289;237199;949850;16.79261899;4.07597
11/12/2018;3428.28;17416700;108.8822574298521;253492;1123949;22.45193471;4.07194
12/12/2018;3361.62;17418262.5;108.54994543830759;255884;1092748;23.53389974;4.06915
13/12/2018;3450.23;17419762.5;109.68225770729534;258758;1135168;22.16279154;4.06366
14/12/2018;3276.47;17421400;110.13888141621092;266833;1075022;22.11378158;4.05907
15/12/2018;3209.44;17423225;105.33091606133395;278920;1066195;25.21741393;4.05684
16/12/2018;3201.92;17425087.5;105.38063299220866;263266;939043;18.26744053;4.05468
17/12/2018;3215.21;17426525;105.65867310216537;225514;1021781;14.97018143;4.04889
18/12/2018;3525.41;17428525;112.33319765396107;296455;979978;20.76549699;4.0467
19/12/2018;3688.2;17430125;114.02861947661724;269737;1093074;27.23136161;4.04538
20/12/2018;3702.35;17431987.5;101.69622177613144;303112;1084090;32.64506125;4.04594
21/12/2018;4086.64;17433675;103.9981784576938;282961;1137424;27.33283862;4.04577
22/12/2018;3869.89;17435425;103.94616160312519;280819;1039893;30.94962483;4.04418
23/12/2018;4013.32;17437612.5;102.59801707957556;251411;808195;18.60323577;4.04645
24/12/2018;3976.16;17439812.5;102.55943280586906;249208;736205;15.42552063;4.04778
25/12/2018;4055.87;17441712.5;93.08142507725235;278345;944734;23.52803471;4.04864
26/12/2018;3800.6;17443700;95.00865230965633;259740;810330;17.8645655;4.04948
27/12/2018;3814.74;17445662.5;93.00003516002766;281299;887603;15.97681092;4.04908
28/12/2018;3616.47;17447837.5;94.74181587732978;302272;891798;17.3424626;4.0505
29/12/2018;3916.6;17449925;90.70984115117511;312629;937671;18.08179501;4.05015
30/12/2018;3761.19;17451650;91.61686919803505;265539;975095;15.3735851;4.04903
31/12/2018;3858.69;17453850;89.33458699821458;259993;748411;13.27720853;4.04951
01/01/2019;3718.28;17455787.5;88.67839187433792;262156;895100;16.13595059;4.04896
02/01/2019;3849.62;17457650;89.62410118181263;235962;807949;11.26348285;4.04681
03/01/2019;3918.98;17459537.5;86.74393675687188;271254;941637;18.19523851;4.04589
04/01/2019;3807.55;17461475;87.08399890434839;287236;961764;19.07117994;4.04441
05/01/2019;3845.39;17463337.5;85.08730511314401;283639;959606;19.35680045;4.04443
06/01/2019;3819.95;17465375;80.68076600760239;269800;825104;12.55146445;4.04355
07/01/2019;4070.99;17467137.5;83.00369691354649;251626;804606;16.27735965;4.0415
08/01/2019;4027.17;17468900;83.21094788880612;288395;1000325;24.30263189;4.03914
09/01/2019;4012.91;17471012.5;82.33933326405194;317835;860260;20.662824;4.03902
10/01/2019;4018.26;17473062.5;81.05435424858982;320862;889669;24.57361448;4.03837
11/01/2019;3645.21;17475012.5;88.28605149579757;322521;957424;25.31026548;4.03504
12/01/2019;3647.35;17476862.5;87.88537643254567;308786;987831;24.37337421;4.03227
13/01/2019;3637.05;17478587.5;85.76702955730526;289110;912495;17.34751923;4.03101
14/01/2019;3528.83;17480300;86.16856696890497;274001;848057;13.97802989;4.0292
15/01/2019;3684.56;17482162.5;87.25887427506298;328347;960556;20.10803157;4.02868
16/01/2019;3592.85;17483812.5;87.87987948789434;303723;1073234;21.69496074;4.02619
17/01/2019;3620.02;17485475;81.92134970882651;300303;1094643;24.64584824;4.02317
18/01/2019;3654.29;17487062.5;80.42628015619671;301831;1112435;24.00866647;4.01923
19/01/2019;3621.43;17488787.5;80.46812720825088;301209;1020745;20.18583816;4.01673
20/01/2019;3696.61;17490450;72.53005345551698;278163;947468;17.39761572;4.01285
21/01/2019;3546.52;17492412.5;71.50742649240611;298310;814794;14.55515962;4.01006
22/01/2019;3542.81;17494287.5;70.09608584169901;318014;952690;20.19668429;4.0083
23/01/2019;3589.02;17495912.5;70.32012601688348;293867;1051808;20.7819068;4.00428
24/01/2019;3565.89;17497737.5;69.82172054457436;294826;1034468;22.83135483;4.00153
25/01/2019;3585.26;17499762.5;66.34885264628642;305100;899331;22.80567258;4.00136
26/01/2019;3573.89;17501487.5;66.31842264376043;301308;1018828;24.88866124;3.99963
27/01/2019;3569.86;17503362.5;63.693617196179524;291618;984097;19.84461392;3.99865
28/01/2019;3543.65;17505075;56.766261305170296;270053;865455;15.57255856;3.99662
29/01/2019;3444.74;17506887.5;55.91555137411053;314145;1047887;24.94335531;3.99596
30/01/2019;3408.43;17508712.5;55.00967507964267;322943;993423;22.53753118;3.9939
31/01/2019;3458.48;17510412.5;54.059794793504906;326464;1094232;21.71721508;3.99497
01/02/2019;3429.25;17512350;52.40016846871709;355463;1016665;30.63013691;3.99412
02/02/2019;3453.89;17514325;51.973417399991874;336458;1014811;31.3733019;3.99288
03/02/2019;3474.95;17516125;51.31340312720294;326778;988795;18.97403435;3.99137
04/02/2019;3432.83;17517850;51.19073160789283;296693;933607;14.58804954;3.98788
05/02/2019;3429.09;17519687.5;51.18836716922789;333283;1012660;16.99461248;3.98451
06/02/2019;3448.29;17521525;45.24982434871695;355737;1047750;17.19570167;3.9823
07/02/2019;3380.94;17523575;45.48670846913765;349536;1050061;21.84138191;3.98359
08/02/2019;3373.17;17525750;45.49665909278416;348852;945157;16.74721864;3.98639
09/02/2019;3642.07;17527787.5;53.8157335110626;338765;979111;21.04186133;3.98807
10/02/2019;3642.04;17529662.5;41.73470529532407;312044;935321;17.52526049;3.98817
11/02/2019;3661.26;17531412.5;41.775249210380196;300988;909090;14.40198512;3.98691
12/02/2019;3605.45;17533225;42.11417485508505;306294;1103612;22.80689865;3.98486
13/02/2019;3605.57;17534825;40.70799178531073;280415;1291268;34.99484013;3.98171
14/02/2019;3592.4;17536737.5;37.727349184655274;351763;1145425;34.87820414;3.97925
15/02/2019;3579;17538500;36.71210362730865;355387;1115880;26.13967392;3.97961
16/02/2019;3584.86;17540087.5;36.614678312654966;293999;1103739;26.42301092;3.97692
17/02/2019;3598.75;17541962.5;36.47956376458603;328388;985371;21.90521087;3.97655
18/02/2019;3645.88;17543950;36.641379120151385;333342;896296;19.40747687;3.97586
19/02/2019;3894.02;17545887.5;42.707829088386255;340732;1083544;29.94112352;3.97486
20/02/2019;3910.12;17547837.5;39.76499125797379;350809;1067214;36.85830647;3.97556
21/02/2019;3957.86;17549462.5;39.851319077786506;314477;1186100;37.54216157;3.97217
22/02/2019;3951.3;17550962.5;39.749578122369265;297846;1171309;35.26377378;3.96958
23/02/2019;3972.86;17552975;39.60166326942376;345853;1073904;37.9851471;3.97011
24/02/2019;4112.7;17554762.5;41.051062747134715;332384;1004807;26.05377263;3.96954
25/02/2019;3874.73;17556475;46.71919896086853;319415;1032026;28.93570516;3.96652
26/02/2019;3833.6;17558262.5;46.93556122390727;336907;1118988;39.63579312;3.96625
27/02/2019;3814.74;17560275;46.87953489176289;366540;1098574;35.73293876;3.96586
28/02/2019;3799;17562037.5;45.62426485656901;346992;1117232;32.429386;3.96437
01/03/2019;3841.23;17563912.5;45.42104495255115;363582;1129264;30.13119001;3.96277
02/03/2019;3834.36;17565937.5;45.29925198356839;358999;1057866;30.69616759;3.96276
03/03/2019;3831.79;17567587.5;45.12192433663194;334093;1148136;24.75996191;3.95868
04/03/2019;3809.45;17569412.5;45.22436468404617;355379;1004281;21.51558757;3.9581
05/03/2019;3749.58;17571125;45.69662403577448;299053;1110003;28.47943824;3.95678
06/03/2019;3842.22;17572987.5;45.99407979140927;287123;1022729;29.52705767;3.9558
07/03/2019;3874.59;17574587.5;45.987236669509024;277059;1243869;38.61010643;3.9532
08/03/2019;3883.76;17576362.5;45.98762541024977;284343;1006049;37.80854653;3.95125
09/03/2019;3866.92;17578187.5;45.29824633071022;281355;982530;34.31245624;3.95082
10/03/2019;3933.56;17579912.5;45.437707509365666;242148;890179;24.66941988;3.95026
11/03/2019;3927.09;17581612.5;37.41378012178266;213311;793747;19.09289678;3.94856
12/03/2019;3880.92;17583387.5;37.73963897262382;295347;1094469;30.91768148;3.94669
13/03/2019;3875.1;17585175;37.74242631648733;283494;1007992;31.60142277;3.94512
14/03/2019;3875.67;17586862.5;37.234401276278575;289746;1168085;36.75807301;3.94403
15/03/2019;3873.69;17588800;37.23925606535223;296296;1030579;36.58198234;3.94443
16/03/2019;3915.71;17590712.5;37.28479694199965;297043;984824;30.93583876;3.94375
17/03/2019;4020.32;17592750;38.083037661975034;257862;776669;21.98218954;3.94435
18/03/2019;3992.04;17594575;38.26772909564199;229545;758423;16.98183493;3.94354
19/03/2019;3990.6;17596587.5;38.29222921204513;295868;932980;22.69579382;3.94353
20/03/2019;4015.74;17598762.5;38.152309437404206;300170;899083;22.12280789;3.94663
21/03/2019;4044.31;17600775;30.81242903598168;309969;1003467;28.23352491;3.94685
22/03/2019;4003.29;17602562.5;31.04888818481571;299253;1037354;34.83033827;3.94644
23/03/2019;3999.82;17604575;30.780716416515457;301074;948881;26.98731749;3.94812
24/03/2019;4005.69;17606387.5;30.774328703348186;243698;816740;17.41882305;3.94685
25/03/2019;3987.63;17608262.5;30.7673331214886;225854;768429;15.99091114;3.94756
26/03/2019;3929.61;17610112.5;28.537758178928758;331976;1067198;29.56529774;3.94698
27/03/2019;3931.18;17611787.5;19.367705566617136;364359;1209040;37.36289128;3.94521
28/03/2019;4018.94;17613650;20.33845565923567;382987;1198179;47.81262217;3.94585
29/03/2019;4036.34;17615475;20.22167499846983;391430;1222350;48.31912699;3.94496
30/03/2019;4092.97;17617312.5;20.52478192274682;372210;1228306;63.15524207;3.94339
31/03/2019;4113.26;17619050;20.313234219421712;380885;1206040;55.24699081;3.94382
01/04/2019;4108.95;17620787.5;20.296166144798196;381017;1172582;44.331277;3.94166
02/04/2019;4133.96;17622487.5;20.307908745170824;368830;1209664;63.21354757;3.93973
03/04/2019;4767.74;17624450;52.7421177207779;399788;1213105;115.44123629;3.93881
04/04/2019;5025.47;17626225;54.31729144434655;359695;1247491;143.31802389;3.93802
05/04/2019;4925.43;17627975;55.02144963237388;355190;1216050;153.90346439;3.93639
06/04/2019;5020.52;17629950;55.15136832102665;389330;1236238;112.38893608;3.93746
07/04/2019;5072.38;17631687.5;55.107143895712184;358694;1212109;80.89306044;3.93392
08/04/2019;5179.59;17633450;55.04733528742801;350775;1139769;86.1434017;3.93198
09/04/2019;5270.58;17635300;55.05296116885267;371357;1218687;131.1579794;3.93162
10/04/2019;5210.35;17636950;55.415546047322586;347007;1251906;115.19247077;3.92879
11/04/2019;5321.99;17638800;55.017417862613286;396555;1211895;110.55773184;3.92737
12/04/2019;5101.79;17640762.5;57.89976637153545;402838;1202380;115.70604825;3.92715
13/04/2019;5053.77;17642650;58.18429570924948;370803;1169742;98.52367857;3.92564
14/04/2019;5083.7;17644337.5;58.097389886318595;372747;1123304;67.13011148;3.92509
15/04/2019;5138.86;17645862.5;58.09740036339398;337753;1201664;58.71620219;3.9216
16/04/2019;5056.37;17647675;58.39719158634697;378518;1230027;77.68832081;3.92149
17/04/2019;5172.09;17649487.5;58.3745852031495;360202;1248015;77.27892749;3.91977
18/04/2019;5235.11;17651212.5;58.29479378680552;350624;1226432;75.52409926;3.91769
19/04/2019;5284.47;17653075;58.286296273674814;383921;1213771;72.40456857;3.91505
20/04/2019;5288.53;17654975;58.35611137392122;361327;1212085;78.81638604;3.91575
21/04/2019;5323.97;17656612.5;57.955147477115155;316998;1248928;58.77730482;3.91324
22/04/2019;5296.71;17658637.5;58.07022169841416;391655;1131785;49.49574881;3.91292
23/04/2019;5374.46;17660312.5;58.02588402685013;343778;1150476;71.51840171;3.91109
24/04/2019;5521.71;17661762.5;58.089590234523136;308701;1254817;97.36883575;3.90747
25/04/2019;5480.86;17663800;57.74368507089202;408488;1235078;130.66908643;3.91005
26/04/2019;5187.65;17665587.5;62.10097030201965;381814;1219699;94.08393559;3.9098
27/04/2019;5234.3;17667475;61.92808712584791;382316;1253936;90.11573282;3.91005
28/04/2019;5229.68;17669187.5;62.002087132875516;361068;1173962;54.3605619;3.91034
29/04/2019;5276.84;17671225;61.97287139490998;370734;948077;46.20375289;3.91026
30/04/2019;5228.58;17673262.5;62.26935751620217;375722;1230269;72.24066977;3.9104
01/05/2019;5327.91;17675012.5;62.29171631535948;343530;1297198;86.33574164;3.90862
02/05/2019;5389.78;17677150;62.29233484672622;441503;1124852;64.62554969;3.9105
03/05/2019;5495.94;17679450;39.72392145922824;453530;1100396;64.83338936;3.91249
04/05/2019;5717.26;17681350;37.95123511296011;380286;1231150;81.52893951;3.91312
05/05/2019;5797.49;17683000;37.04252893825751;355820;1185066;59.80065176;3.91053
06/05/2019;5791.94;17684612.5;36.76978230886242;329928;1204502;63.82187695;3.90955
07/05/2019;5741.93;17686500;37.00552637698999;379677;1219294;78.36215013;3.90919
08/05/2019;5860.52;17688087.5;36.97889493713571;331258;1263077;91.58449481;3.90791
09/05/2019;5935.44;17689987.5;36.80174340694137;392583;1245855;113.14795335;3.90686
10/05/2019;6129.95;17691862.5;37.64283544944662;362259;1258970;107.37920947;3.90613
11/05/2019;6326.21;17693425;38.352367084816656;322817;1262413;124.19920705;3.90562
12/05/2019;7045.63;17695050;48.93259467452691;342883;1235499;123.97289428;3.90257
13/05/2019;7070.34;17697025;48.46526231630086;335989;1234154;102.32400741;3.90288
14/05/2019;7659.14;17699112.5;54.01918657174936;395645;1204984;113.56495921;3.90507
15/05/2019;7976.19;17701012.5;54.81228827248041;365851;1228836;133.52144325;3.9051
16/05/2019;8123.48;17702875;53.67855250672558;367770;1239438;195.70299721;3.90238
17/05/2019;7949.55;17704700;55.17060698634792;376404;1245664;227.03341629;3.90303
18/05/2019;7324;17706587.5;64.59824930232472;361101;1259848;226.43686085;3.90283
19/05/2019;7309.12;17708500;64.76103993621476;356488;1241369;131.4477971;3.90231
20/05/2019;7984.74;17710537.5;70.0495271770849;349370;1125346;127.38515857;3.9033
21/05/2019;7942.32;17712550;70.32632164067896;382346;1179076;187.38216221;3.90314
22/05/2019;7947.65;17714462.5;70.16345103483748;381806;1259103;205.51156682;3.90285
23/05/2019;7700.18;17716550;71.90611684098216;394425;1199547;174.00538693;3.90276
24/05/2019;7799.53;17718525;71.70249133378422;386371;1226882;160.86562412;3.90345
25/05/2019;7991.15;17720437.5;71.50090812890865;375251;1253171;192.85102269;3.90126
26/05/2019;8055.78;17722187.5;67.26038472025843;336725;1164100;127.1323125;3.89918
27/05/2019;8539.02;17724250;68.9111885070666;378170;1012608;97.24013064;3.89879
28/05/2019;8788.72;17726337.5;68.75698518763558;397362;1191136;188.78604627;3.89915
29/05/2019;8689.91;17728387.5;69.42691135502062;388163;1263450;192.45777964;3.90058
30/05/2019;8633.71;17730562.5;69.30685853433074;405680;1214471;187.323601;3.90008
31/05/2019;8408.12;17732562.5;70.91616942427615;380436;1227438;191.65095051;3.89887
01/06/2019;8447.93;17734025;71.00038558379562;297332;1288572;207.10162051;3.8948
02/06/2019;8547.02;17735912.5;70.99018817955978;332683;1242830;155.88379801;3.8943
03/06/2019;8713.49;17737550;70.45111350006421;296803;1198346;115.39168074;3.89149
04/06/2019;8250.16;17739037.5;74.41380786263483;298573;1259277;204.32272902;3.88628
05/06/2019;7728.36;17740962.5;79.04283739107922;375258;1256754;218.64977283;3.88425
06/06/2019;7771.55;17742962.5;78.78380544886576;372950;1239146;156.66545465;3.88478
07/06/2019;7735.65;17744925;78.85446588566224;364241;1159620;120.63550697;3.8854
08/06/2019;7975.59;17746900;79.19758135749672;350837;1186138;107.01289521;3.88594
09/06/2019;7928.44;17748450;78.95781377945445;289353;1122379;70.54839674;3.88414
10/06/2019;7690.62;17750287.5;79.64755178011913;303995;933771;63.32369989;3.88525
11/06/2019;7910.69;17752250;71.32738020631808;353238;1163098;104.42139057;3.88609
12/06/2019;7900.67;17754037.5;71.34979220212318;342481;1258463;110.37674445;3.88553
13/06/2019;8112.65;17755675;66.41936640591246;327817;1261235;108.92575247;3.88425
14/06/2019;8211.42;17757562.5;65.06330305022608;364332;1258132;107.95231204;3.88367
15/06/2019;8575.52;17759675;66.47742397895571;366800;1293516;120.06982253;3.8844
16/06/2019;8812.12;17761500;66.49288213150777;328944;1232529;77.32786947;3.88247
17/06/2019;9027.35;17763125;59.247189671864405;291005;1171757;73.57815499;3.88005
18/06/2019;9282.59;17764787.5;59.59287383468168;325107;1236276;119.42797713;3.87732
19/06/2019;9114.93;17766825;52.68317729000729;395833;1237776;115.37501311;3.87746
20/06/2019;9233.78;17769037.5;52.643705213256155;393676;1143453;104.24751274;3.87863
21/06/2019;9476.23;17770837.5;53.11552521881936;335503;1263928;113.99594253;3.87625
22/06/2019;10058.02;17772500;54.521666625082766;340270;1267088;128.08740502;3.87451
23/06/2019;10669.23;17774262.5;57.24961622476778;348876;1209422;119.25352355;3.87267
24/06/2019;10885.38;17776525;57.14026387606676;379798;1166106;80.52992218;3.87291
25/06/2019;10932.95;17778737.5;57.173078689461015;389742;1227717;102.72793698;3.87393
26/06/2019;11560.24;17780562.5;56.91799172666443;362773;1249143;121.88767558;3.87344
27/06/2019;12805.72;17782625;65.14081280656777;400275;1237660;187.18671172;3.87639
28/06/2019;11501.06;17784400;77.10606294600521;361736;1233416;200.07318916;3.87485
29/06/2019;11979.06;17786437.5;77.64261528308084;402208;1254241;178.31281553;3.8753
30/06/2019;11863.78;17788612.5;76.8410642857459;359408;1145136;109.19949552;3.87731
01/07/2019;11105.34;17790512.5;81.45265081512468;331488;1004979;105.41894605;3.87726
02/07/2019;10594.13;17792300;83.7696498042834;335068;1268354;127.96943929;3.877
03/07/2019;10575.63;17794275;83.70753693728899;372538;1237627;115.86048631;3.87974
04/07/2019;11704.39;17796425;87.00474623130397;397822;1179560;94.13735145;3.88213
05/07/2019;11339.98;17798512.5;83.99276343662792;367259;1127847;83.1571909;3.88393
06/07/2019;11056.13;17800875;85.01312124333016;384125;1045223;78.24611304;3.8856
07/07/2019;11301.06;17803100;84.87342385390443;343940;879696;48.46231842;3.88676
08/07/2019;11414.49;17805012.5;84.62996471137322;317574;971708;46.22370164;3.88595
09/07/2019;12077.51;17807237.5;85.76148967309857;382571;1070725;68.04749391;3.88862
10/07/2019;12513.37;17809162.5;84.53110640143129;360912;1154047;70.10346;3.88857
11/07/2019;12232.76;17810775;85.48144016368998;319958;1273684;87.83838394;3.88775
12/07/2019;11439.22;17812387.5;89.97531933838727;324982;1255852;79.75072002;3.88647
13/07/2019;11653.72;17814437.5;89.86118511589542;359022;1230175;65.59104107;3.8876
14/07/2019;11342.52;17816200;90.89231123240499;304917;1038786;44.07356593;3.8878
15/07/2019;10510.07;17818012.5;94.97349498771635;303598;955649;41.01575216;3.8883
16/07/2019;10697.58;17819837.5;94.77332533453155;349198;1135304;63.82421216;3.88986
17/07/2019;9807.99;17821862.5;99.93132353252754;364104;1107039;64.0050136;3.88962
18/07/2019;9613.57;17823525;99.81277057975343;326026;1150721;64.42962526;3.88614
19/07/2019;10335.07;17825037.5;102.56146281027846;316180;1261918;72.7331277;3.88202
20/07/2019;10488.01;17826512.5;102.58191248736114;295821;1257530;68.95390302;3.87896
21/07/2019;10749.9;17828725;102.54948707409193;316890;1025579;49.16011057;3.88149
22/07/2019;10576.56;17830587.5;100.79156648927008;290315;917384;38.76320899;3.87857
23/07/2019;10349.86;17832562.5;98.92787774522333;320014;1002717;53.5000016;3.87752
24/07/2019;9955.96;17834350;99.47886552106692;318527;1089125;51.5849806;3.8759
25/07/2019;9743.29;17836087.5;99.64974469974942;298021;1125501;50.49958347;3.87264
26/07/2019;9922.75;17837962.5;97.66290562314724;332821;1123068;55.66599589;3.87108
27/07/2019;9810.43;17840037.5;89.64753572713065;321962;953410;46.28908255;3.87054
28/07/2019;9619.1;17841937.5;82.43892935877243;285303;861699;33.01944888;3.87064
29/07/2019;9452.78;17844125;80.7735380573463;270298;696595;26.0906632;3.87052
30/07/2019;9522.53;17846225;80.94449071858857;336802;971684;40.28511753;3.87262
31/07/2019;9587.09;17848000;78.23369934820182;325404;1160228;60.87568653;3.87184
01/08/2019;9970.3;17850137.5;78.1635761192502;365365;1018003;53.74546567;3.87295
02/08/2019;10299.08;17851912.5;79.08318524391838;334055;1146934;45.98827683;3.87172
03/08/2019;10512.69;17854025;70.4794574562995;351912;1034768;44.85070974;3.87147
04/08/2019;10765.95;17856187.5;70.35494651730951;322044;834505;26.51199904;3.87075
05/08/2019;10896.73;17858275;69.98375098731464;298908;828023;19.71626979;3.87081
06/08/2019;11638.1;17860062.5;73.34747194236512;339439;1193625;42.54627716;3.87132
07/08/2019;11617.47;17862075;73.28037912066866;371200;1138648;46.11675595;3.87162
08/08/2019;11871.94;17863987.5;70.90794354831716;371099;1143267;73.42653669;3.87089
09/08/2019;11886.12;17865762.5;69.7141463450406;337681;1236138;69.0523852;3.86996
10/08/2019;11859.78;17867600;69.30377211395424;340779;1153973;65.27047063;3.86736
11/08/2019;11437.28;17869487.5;66.38131017650564;296160;887532;37.98790924;3.8655
12/08/2019;11442.97;17871400;66.04296835644622;273829;794488;30.44368288;3.86492
13/08/2019;11390.89;17873062.5;65.37128586599724;303429;1066339;53.06476795;3.86326
14/08/2019;10986.09;17875025;60.81738521117631;372396;1188183;74.46917116;3.8644
